StockCode,Year,Month,AvgPrice,TotalQuantity,TotalRevenue,Transactions,Countries
35924,2011,3,2.018,87,153.18,5,1
35924,2011,4,2.1,13,27.3,4,1
35924,2011,5,1.895,78,134.28,2,1
35924,2011,6,1.69,72,121.67999999999999,1,1
35924,2011,7,2.1,19,39.900000000000006,4,2
35924,2011,8,1.69,72,121.67999999999999,1,1
35924,2011,10,1.936,83,142.32,5,1
35924,2011,11,2.1,10,21.0,2,1
35930,2009,12,0.38,1,0.38,1,1
35931,2009,12,0.7725,67,44.3,4,1
35931,2010,7,0.38,2,0.76,1,1
35931,2010,8,0.38,2,0.76,1,1
35931,2010,9,0.38,2,0.76,1,1
35931,2010,10,0.38,81,30.78,7,2
35931,2010,11,0.38,2,0.76,1,1
35932,2009,12,1.165,5,3.4699999999999998,2,1
35932,2010,7,0.38,3,1.1400000000000001,1,1
35932,2010,8,0.38,2,0.76,1,1
35932,2010,9,0.38,5,1.9,1,1
35932,2010,10,0.38,13,4.94,2,1
35932,2010,11,0.38000000000000006,9,3.42,3,1
35933,2009,12,0.38,48,18.240000000000002,1,1
35933,2010,9,0.38,5,1.9,1,1
35933,2010,10,0.38,13,4.94,2,1
35933,2010,11,0.38000000000000006,24,9.120000000000001,3,1
35933,2011,6,0.38,40,15.2,2,2
35933,2011,7,0.38,10,3.8,1,1
35933,2011,8,0.38,12,4.5600000000000005,1,1
35933,2011,9,0.38,122,46.36,7,2
35933,2011,10,0.38,29,11.02,4,2
35933,2011,11,0.38,9,3.42,1,1
35936,2009,12,0.38000000000000006,13,4.9399999999999995,3,1
35936,2010,7,0.38,12,4.5600000000000005,2,1
35936,2010,8,0.38,2,0.76,1,1
35936,2010,9,0.38,7,2.66,2,1
35936,2010,10,0.38,2,0.76,1,1
35937,2009,12,0.38,28,10.64,2,1
35937,2010,7,0.38,6,2.2800000000000002,2,1
35937,2010,8,0.38,12,4.56,2,1
35937,2010,9,0.38,43,16.34,4,1
35937,2010,10,0.38,99,37.62,7,2
35945,2009,12,1.95,1,1.95,1,1
35950,2010,3,1.25,1,1.25,1,1
35951,2009,12,0.70625,244,96.20000000000002,8,1
35951,2010,1,1.25,1,1.25,1,1
35951,2010,2,1.25,4,5.0,1,1
35951,2010,3,0.38,48,18.240000000000002,1,1
35951,2010,4,0.38,96,36.480000000000004,1,1
35951,2010,5,0.38,48,18.240000000000002,1,1
35951,2010,6,0.38000000000000006,144,54.720000000000006,3,1
35951,2010,7,0.38,48,18.240000000000002,1,1
35951,2010,8,0.815,72,48.24,2,1
35951,2010,9,0.6699999999999999,218,105.46000000000001,6,2
35951,2010,10,0.8875000000000001,359,239.95000000000002,12,2
35951,2010,11,0.96,57,29.490000000000002,3,1
35953,2009,12,1.25,3,3.75,2,1
35953,2010,8,1.25,50,62.5,3,2
35953,2010,9,1.25,24,30.0,1,1
35953,2010,10,1.25,77,96.25,6,3
35953,2010,11,1.25,130,162.5,9,1
35953,2010,12,1.25,49,61.25,3,1
35953,2011,6,1.25,4,5.0,1,1
35953,2011,7,1.25,12,15.0,2,1
35953,2011,8,1.25,33,41.25,2,2
35953,2011,9,0.5333333333333333,264,123.6,6,1
35953,2011,10,0.39,697,271.83,17,4
35953,2011,11,0.39,1731,675.0899999999999,45,6
35953,2011,12,0.39,226,88.13999999999999,9,1
35954,2009,12,0.42,104,43.68,7,1
35954,2010,8,0.42000000000000004,206,86.52000000000001,5,2
35954,2010,9,0.42,49,20.580000000000002,2,1
35954,2010,10,0.42,174,73.08,7,1
35954,2010,11,0.42,366,153.72,13,1
35954,2010,12,0.42000000000000004,137,57.54,5,1
35954,2011,7,0.42,26,10.92,2,1
35954,2011,8,0.42,8,3.36,2,1
35954,2011,9,0.213,435,83.11000000000001,10,2
35954,2011,10,0.19,220,41.800000000000004,7,1
35954,2011,11,0.19,250,47.5,6,1
35955,2009,12,0.3625,134,34.2,3,1
35955,2010,5,0.42,1,0.42,1,1
35957,2009,12,0.3871428571428571,319,78.78,14,1
35957,2010,1,0.19,96,18.240000000000002,1,1
35957,2010,3,0.19,96,18.240000000000002,1,1
35957,2010,5,0.42,48,20.16,1,1
35957,2010,6,0.19,192,36.480000000000004,2,1
35957,2010,7,0.26666666666666666,240,56.64,3,1
35957,2010,8,0.26666666666666666,240,56.64,3,2
35957,2010,9,0.2922222222222222,628,153.36,9,1
35957,2010,10,0.3625,294,79.32000000000001,8,1
35957,2010,11,0.34923076923076923,602,142.44,13,2
35957,2010,12,0.3433333333333333,366,109.56,6,2
35957,2011,1,0.19,192,36.480000000000004,1,1
35958,2009,12,0.85,115,97.75,8,1
35958,2010,7,0.85,120,102.0,6,2
35958,2010,8,0.85,101,85.85,9,2
35958,2010,9,0.85,113,96.05,10,2
35958,2010,10,0.85,526,447.09999999999997,24,3
35958,2010,11,0.85,113,96.05,9,1
35958,2010,12,0.85,12,10.2,3,2
35961,2009,12,0.84,423,322.10999999999996,13,2
35961,2010,1,0.837,430,328.06,10,3
35961,2010,2,0.8066666666666666,303,220.10999999999999,3,2
35961,2010,3,0.824,1268,928.04,15,2
35961,2010,4,0.85,65,55.25,8,1
35961,2010,5,0.8418749999999999,550,430.05999999999995,16,2
35961,2010,6,0.84,337,249.01,11,2
35961,2010,7,0.85,281,238.85,17,1
35961,2010,8,0.8456666666666667,1010,783.62,30,2
35961,2010,9,0.8394594594594594,1556,1172.84,37,3
35961,2010,10,0.8472340425531915,1300,992.68,45,4
35961,2010,11,0.85,449,381.65,39,3
35961,2010,12,0.8499999999999999,165,140.25,13,3
35961,2011,1,0.85,111,94.35,9,1
35961,2011,2,0.8391666666666667,395,298.30999999999995,12,2
35961,2011,3,0.85,145,123.25,14,2
35961,2011,4,0.85,30,25.5,9,1
35961,2011,5,0.838181818181818,416,316.15999999999997,11,2
35961,2011,6,0.837,385,289.81,10,3
35961,2011,7,0.85,70,59.5,9,1
35961,2011,8,0.8355555555555555,370,277.06,9,2
35961,2011,9,0.85,156,132.6,11,1
35961,2011,10,0.85,169,143.64999999999998,17,2
35961,2011,11,0.85,200,170.0,22,2
35961,2011,12,0.85,67,56.949999999999996,7,1
35962,2009,12,2.1,147,308.70000000000005,16,1
35962,2010,5,2.1,36,75.60000000000001,2,1
35962,2010,6,2.1,48,100.80000000000001,1,1
35962,2010,7,2.1,31,65.10000000000001,4,2
35962,2010,8,2.1,86,180.60000000000002,9,2
35962,2010,9,2.1,110,231.00000000000003,17,1
35962,2010,10,2.1,62,130.20000000000002,11,1
35963,2009,12,0.38,2,0.76,1,1
35963,2010,1,0.38,12,4.5600000000000005,1,1
35963,2010,2,0.38,7,2.66,1,1
35963,2010,4,0.38,1,0.38,1,1
35963,2010,5,0.38,14,5.32,2,1
35963,2010,6,0.38,3,1.1400000000000001,1,1
35963,2010,7,0.38000000000000006,7,2.66,2,1
35963,2010,8,0.38,24,9.120000000000001,1,1
35963,2010,9,0.38,31,11.78,1,1
35964,2009,12,2.1,4,8.4,1,1
35964,2010,7,2.1,12,25.200000000000003,1,1
35964,2010,10,1.05,247,115.5,8,2
35964,2010,11,1.932,121,92.82000000000001,9,1
35964,2011,9,0.39,80,31.200000000000003,4,1
35964,2011,10,0.39,273,106.47000000000001,11,3
35964,2011,11,0.39,214,83.46000000000001,17,1
35964,2011,12,0.732,54,24.48,5,1
35965,2009,12,2.95,6,17.700000000000003,5,1
35965,2010,1,2.95,20,59.00000000000001,5,1
35965,2010,2,2.95,21,61.95000000000001,5,1
35965,2010,3,2.95,8,23.6,2,1
35965,2010,4,2.9500000000000006,11,32.45,3,2
35965,2010,5,2.95,3,8.850000000000001,2,1
35965,2010,6,2.95,7,20.650000000000002,2,1
35965,2010,7,2.95,6,17.700000000000003,1,1
35965,2010,8,2.95,21,61.95,8,1
35965,2010,9,2.95,13,38.35000000000001,4,1
35965,2010,10,2.6666666666666665,47,97.85000000000001,6,2
35965,2010,11,2.95,31,91.45,11,1
35965,2010,12,2.9500000000000006,8,23.6,3,1
35965,2011,1,2.9500000000000006,7,20.650000000000002,3,2
35965,2011,2,2.95,2,5.9,1,1
35965,2011,3,2.95,1,2.95,1,1
35965,2011,4,0.79,50,39.5,6,1
35965,2011,5,0.79,27,21.330000000000002,2,1
35965,2011,6,0.79,59,46.61,6,2
35965,2011,7,0.79,16,12.64,3,1
35965,2011,8,0.79,5,3.95,2,1
35965,2011,9,0.79,6,4.74,1,1
35966,2009,12,0.38,24,9.120000000000001,1,1
35966,2010,8,0.38,60,22.800000000000004,2,1
35966,2010,9,0.38,84,31.92,8,1
35966,2010,10,0.38,33,12.540000000000001,5,1
35966,2010,11,0.38,16,6.08,2,1
35966,2011,6,0.38,12,4.5600000000000005,1,1
35966,2011,8,0.38,15,5.7,1,1
35967,2009,12,0.5366666666666666,37,19.7,3,1
35967,2010,5,0.38,12,4.5600000000000005,1,1
35967,2010,6,0.38,12,4.5600000000000005,1,1
35967,2010,7,0.38000000000000006,36,13.680000000000001,3,1
35967,2010,8,0.38,60,22.800000000000004,2,1
35967,2010,9,0.38,58,22.040000000000003,5,1
35967,2010,10,0.38,83,31.540000000000003,9,1
35967,2010,11,0.38000000000000006,107,40.660000000000004,6,1
35967,2010,12,0.38,28,10.64,2,2
35967,2011,5,0.38,12,4.5600000000000005,1,1
35967,2011,6,0.38,24,9.120000000000001,2,1
35967,2011,7,0.38,4,1.52,1,1
35967,2011,8,0.38000000000000006,48,18.240000000000002,3,2
35967,2011,9,0.38,65,24.700000000000003,4,1
35967,2011,10,0.38,100,38.0,7,2
35967,2011,11,0.38,76,28.880000000000003,7,1
35967,2011,12,0.62,24,14.879999999999999,2,1
35968,2009,12,0.38,145,55.10000000000001,5,1
35968,2010,1,0.38,70,26.6,7,2
35968,2010,2,0.38,2,0.76,1,1
35968,2010,5,0.38,24,9.120000000000001,2,1
35968,2010,6,0.38,39,14.82,5,1
35968,2010,7,0.38,60,22.800000000000004,5,1
35968,2010,9,0.38000000000000006,36,13.680000000000001,3,1
35968,2010,10,0.38,48,18.240000000000002,4,1
35968,2010,11,0.38000000000000006,132,50.160000000000004,6,1
35968,2010,12,0.38,24,9.120000000000001,2,1
35968,2011,6,0.38,24,9.120000000000001,2,2
35968,2011,7,0.38000000000000006,13,4.9399999999999995,3,2
35968,2011,8,0.38,12,4.5600000000000005,1,1
35968,2011,9,0.38,21,7.98,5,1
35968,2011,10,0.38,38,14.440000000000001,4,2
35968,2011,11,0.2,13,2.6,1,1
35969,2009,12,1.396,63,42.99,5,1
35969,2010,1,1.65,2,3.3,1,1
35969,2010,2,1.65,4,6.6,2,1
35969,2010,3,1.65,5,8.25,1,1
35969,2010,6,0.38,96,36.480000000000004,2,2
35969,2010,7,1.65,26,42.89999999999999,4,2
35969,2010,8,1.5088888888888887,90,87.53999999999999,9,2
35969,2010,9,0.38,48,18.240000000000002,1,1
35969,2010,10,1.49125,82,74.34,8,1
35969,2010,11,1.65,34,56.099999999999994,7,2
35970,2010,3,1.6900000000000002,11,18.59,3,1
35970,2010,5,1.69,24,40.56,4,1
35970,2010,6,1.69,4,6.76,2,1
35970,2010,7,1.69,171,288.99,11,3
35970,2010,8,1.6740000000000002,645,1003.6500000000001,24,3
35970,2010,9,1.6768852459016392,817,1323.13,59,4
35970,2010,10,1.6773684210526316,1435,2295.55,92,5
35970,2010,11,1.69,117,197.73000000000002,11,1
35970,2011,6,1.69,8,13.52,2,1
35970,2011,7,1.6328571428571428,213,331.17,7,3
35970,2011,8,1.69,135,228.15,17,2
35970,2011,9,1.7173333333333332,965,1583.01,60,7
35970,2011,10,1.7551063829787232,1298,2131.42,93,6
35970,2011,11,1.7343478260869565,1688,2798.12,135,7
35970,2011,12,1.7761538461538462,320,545.92,25,2
35971,2009,12,1.25,30,37.5,2,1
35971,2010,1,1.25,209,261.25,17,1
35971,2010,2,1.25,72,90.0,2,1
35971,2010,3,1.25,90,112.5,8,2
35971,2010,4,1.25,33,41.25,3,1
35971,2010,5,1.25,54,67.5,5,1
35971,2010,6,1.25,24,30.0,1,1
35971,2010,7,1.25,2,2.5,1,1
35971,2010,8,1.25,52,65.0,4,1
35971,2010,9,1.25,56,70.0,10,1
35971,2010,10,0.6044444444444443,774,330.06,8,2
35971,2010,11,1.25,17,21.25,8,1
35971,2010,12,1.25,43,53.75,4,1
35971,2011,1,1.25,78,97.5,8,1
35971,2011,2,1.25,35,43.75,5,1
35971,2011,3,1.25,16,20.0,4,1
35971,2011,4,1.25,2,2.5,1,1
35971,2011,5,1.0425,56,30.16,4,1
35971,2011,6,1.25,5,6.25,1,1
35971,2011,7,1.25,26,32.5,2,1
35971,2011,8,1.25,3,3.75,1,1
35971,2011,9,2.1574999999999998,9,19.72,4,1
35971,2011,10,1.5957142857142856,35,46.17,7,1
35971,2011,11,1.5799999999999998,113,146.09,11,1
35971,2011,12,1.25,2,2.5,1,1
35972,2009,12,1.25,30,37.5,3,1
35972,2010,1,1.25,103,128.75,7,1
35972,2010,3,1.25,8,10.0,4,1
35972,2010,4,1.25,10,12.5,3,1
35972,2010,5,1.25,65,81.25,7,1
35972,2010,6,1.25,24,30.0,1,1
35972,2010,7,1.25,3,3.75,1,1
35972,2010,8,1.25,4,5.0,1,1
35972,2010,9,1.25,11,13.75,4,1
35972,2010,10,1.25,6,7.5,1,1
35972,2010,11,1.25,29,36.25,3,1
35972,2011,1,1.25,1,1.25,1,1
35972,2011,2,1.25,42,52.5,4,1
35972,2011,3,1.25,8,10.0,2,1
35972,2011,5,1.25,4,5.0,2,1
35972,2011,6,1.25,6,7.5,1,1
35972,2011,7,1.25,8,10.0,2,1
35972,2011,9,1.25,2,2.5,1,1
35972,2011,10,1.25,21,26.25,2,1
35972,2011,11,1.25,4,5.0,1,1
35973,2009,12,1.25,24,30.0,5,1
35973,2010,1,1.25,16,20.0,5,1
35973,2010,3,1.25,7,8.75,2,1
35974,2009,12,3.75,1,3.75,1,1
35976B,2009,12,1.25,1,1.25,1,1
35979,2009,12,2.95,78,230.10000000000002,16,1
35979,2010,1,2.9500000000000006,5,14.750000000000002,3,1
35980B,2009,12,0.38,2,0.76,1,1
35980B,2010,5,0.38,2,0.76,1,1
35980C,2009,12,0.38,14,5.32,2,1
35980C,2010,1,0.38000000000000006,54,20.52,3,1
35980C,2010,2,0.38,11,4.18,1,1
35980C,2010,3,0.38,2,0.76,1,1
35980C,2010,5,0.38,6,2.2800000000000002,1,1
35980C,2010,6,0.38000000000000006,34,12.920000000000002,3,1
35980C,2010,7,0.38,18,6.84,4,1
35980C,2010,8,0.38000000000000006,20,7.6,3,1
35980C,2010,10,0.38,216,82.08000000000001,10,1
35981C,2009,12,0.7114285714285714,177,119.46000000000001,19,1
35981C,2010,7,0.38,71,26.98,4,1
35981C,2010,8,0.38,41,15.58,5,1
35981C,2010,9,0.38,102,38.76,14,1
35981C,2010,10,0.38,172,65.36,18,1
35991,2009,12,0.928,120,89.77,14,1
35991,2010,7,0.42,28,11.76,2,1
35991,2010,8,0.42,40,16.8,3,1
35991,2010,9,0.42,72,30.24,9,1
35991,2010,10,0.42,83,34.86,11,1
35991,2010,11,0.42,44,18.48,8,1
35995,2009,12,0.84,4,3.36,4,1
35999,2009,12,2.55,1,2.55,1,1
37112,2010,1,3.75,6,22.5,3,1
37112,2010,2,3.75,3,11.25,1,1
37326,2010,3,1.25,1,1.25,1,1
37327,2009,12,1.69,3,5.07,1,1
37327,2010,1,1.69,2,3.38,1,1
37327,2010,3,1.48,54,71.1,2,1
37327,2010,6,1.69,6,10.14,1,1
37327,2010,10,1.27,48,60.96,1,1
37327,2010,11,1.27,48,60.96,1,1
37327,2010,12,0.8433333333333333,102,50.46,3,1
37327,2011,1,0.42,48,20.16,1,1
37327,2011,3,0.39,168,65.52,5,1
37327,2011,4,0.39,215,83.85,8,1
37327,2011,5,0.38999999999999996,174,67.86,6,1
37327,2011,6,0.38999999999999996,34,13.26,3,1
37327,2011,7,0.39,299,116.61,9,1
37327,2011,8,0.39,192,74.88,4,1
37327,2011,9,0.39,120,46.8,4,1
37327,2011,10,0.39,6,2.34,1,1
37327,2011,11,0.39,16,6.24,1,1
37330,2010,1,1.8499999999999999,72,125.99999999999999,3,1
37330,2010,2,1.95,6,11.7,1,1
37330,2010,3,1.8499999999999999,72,126.0,3,1
37330,2010,4,1.875,84,149.39999999999998,4,2
37330,2010,5,1.65,96,158.39999999999998,2,1
37330,2010,7,1.95,12,23.4,1,1
37330,2010,8,1.8499999999999999,84,149.39999999999998,3,1
37330,2010,9,1.95,6,11.7,1,1
37330,2010,10,1.65,48,79.19999999999999,1,1
37330,2010,11,1.95,18,35.099999999999994,2,1
37330,2011,3,0.39,6,2.34,1,1
37333,2009,12,4.95,19,94.05000000000001,5,1
37333,2010,1,4.95,7,34.65,3,1
37333,2010,2,4.95,1,4.95,1,1
37333,2010,3,4.95,13,64.35,3,2
37333,2010,4,4.95,4,19.8,1,1
37333,2010,7,4.6,49,208.95,2,1
37333,2010,9,4.95,4,19.8,3,1
37333,2010,10,4.95,6,29.700000000000003,2,1
37333,2010,11,4.95,3,14.850000000000001,3,1
37333,2010,12,4.95,2,9.9,2,1
37333,2011,1,4.95,2,9.9,2,1
37333,2011,2,4.95,5,24.75,2,1
37333,2011,3,1.95,1,1.95,1,1
37333,2011,4,1.95,3,5.85,3,1
37333,2011,5,1.95,1,1.95,1,1
37340,2009,12,0.85,12,10.2,2,1
37340,2010,1,0.745,636,409.56,2,2
37340,2010,2,0.85,36,30.599999999999998,1,1
37340,2010,4,0.85,12,10.2,1,1
37340,2010,5,0.85,36,30.599999999999998,4,1
37340,2010,6,0.85,32,27.2,4,1
37340,2010,7,0.85,14,11.899999999999999,2,1
37340,2010,8,0.6,5005,510.25000000000006,3,2
37340,2010,9,0.475,5004,509.40000000000003,2,2
37340,2010,10,0.85,38,32.3,6,1
37340,2010,11,0.808,216,153.35999999999999,5,2
37340,2010,12,0.85,4,3.4,1,1
37340,2011,1,0.85,12,10.2,1,1
37340,2011,3,0.39,78,30.419999999999998,4,1
37340,2011,4,0.39,244,95.16,7,1
37340,2011,5,0.39,150,58.5,4,2
37340,2011,6,0.39,308,120.11999999999999,9,3
37340,2011,7,0.38999999999999996,458,178.62,12,1
37340,2011,8,0.39,252,98.28,5,1
37340,2011,9,0.38999999999999996,124,48.36,6,1
37340,2011,10,0.39,198,77.22,5,1
37340,2011,11,0.39,204,79.56,6,1
37340,2011,12,0.38999999999999996,10,3.9000000000000004,3,1
37342,2010,2,2.95,8,23.6,1,1
37342,2010,3,2.95,4,11.8,1,1
37342,2010,6,2.95,4,11.8,1,1
37342,2010,8,2.95,4,11.8,1,1
37342,2010,9,2.95,8,23.6,2,2
37342,2010,10,2.95,4,11.8,1,1
37342,2010,11,2.95,4,11.8,1,1
37342,2010,12,0.85,72,61.199999999999996,3,1
37342,2011,1,0.85,72,61.199999999999996,3,1
37342,2011,3,0.79,188,148.52,8,2
37342,2011,4,0.7899999999999999,259,204.61,12,1
37342,2011,5,0.79,254,200.66000000000003,10,1
37342,2011,6,0.7900000000000001,230,181.70000000000002,11,3
37342,2011,7,0.7899999999999999,308,243.32,13,3
37342,2011,8,0.79,51,40.290000000000006,2,1
37342,2011,9,0.79,1,0.79,1,1
37343,2009,12,1.6077777777777778,105,155.01,9,2
37343,2010,1,1.65,27,44.55,4,1
37343,2010,2,1.5739999999999998,90,130.26,5,2
37343,2010,3,1.5233333333333334,63,85.71,3,1
37343,2010,4,1.5233333333333334,228,303.23999999999995,6,1
37343,2010,5,1.5233333333333334,64,87.36,3,1
37343,2010,6,1.65,55,90.74999999999999,9,1
37343,2010,7,1.5957142857142856,102,150.06,7,2
37343,2010,8,1.6499999999999997,14,23.099999999999998,3,1
37343,2010,9,1.6499999999999997,42,69.29999999999998,3,1
37343,2010,10,1.6499999999999997,14,23.099999999999998,3,1
37343,2010,11,1.6119999999999997,96,140.16,10,1
37343,2010,12,1.65,20,33.0,4,1
37343,2011,1,1.6499999999999997,32,52.79999999999999,3,2
37343,2011,3,0.39,10,3.9000000000000004,1,1
37345,2009,12,1.95,38,74.1,5,1
37345,2010,1,1.65,280,462.0,1,1
37348,2009,12,2.55,1,2.55,1,1
37348,2010,1,2.55,7,17.85,3,1
37348,2010,2,2.55,1,2.55,1,1
37348,2010,3,2.55,4,10.2,1,1
37351,2010,1,1.25,3,3.75,1,1
37351,2010,2,1.25,6,7.5,1,1
37351,2010,3,0.1,5364,536.4,1,1
37351,2010,6,1.25,6,7.5,1,1
37351,2010,7,1.25,6,7.5,1,1
37351,2010,11,1.25,6,7.5,1,1
37351,2011,3,0.39,4,1.56,1,1
37352,2009,12,1.25,2,2.5,2,1
37352,2010,1,1.25,6,7.5,1,1
37352,2010,3,0.1,4608,460.8,1,1
37352,2010,5,1.25,6,7.5,1,1
37352,2010,9,1.25,12,15.0,1,1
37352,2010,10,1.25,4,5.0,1,1
37352,2010,11,1.25,5,6.25,1,1
37370,2009,12,1.22,344,388.96000000000004,18,1
37370,2010,1,1.2207692307692308,254,290.14,13,2
37370,2010,2,1.25,158,197.5,14,1
37370,2010,3,1.2348000000000001,431,497.71000000000004,25,5
37370,2010,4,1.2353846153846153,173,202.57,13,1
37370,2010,5,1.2100000000000002,391,434.03000000000003,18,3
37370,2010,6,1.231904761904762,437,505.21000000000004,21,2
37370,2010,7,1.22625,248,282.64,15,1
37370,2010,8,1.2364285714285714,197,232.57,14,4
37370,2010,9,1.1212903225806452,488,533.62,31,5
37370,2010,10,1.2240909090909091,680,754.24,21,5
37370,2010,11,1.229642857142857,643,749.03,28,6
37370,2010,12,1.1522857142857141,462,518.22,34,1
37370,2011,1,1.2228571428571429,463,510.35,14,2
37370,2011,2,1.2353846153846153,178,208.82,13,2
37370,2011,3,1.2246666666666668,306,341.46000000000004,14,2
37370,2011,4,1.2394444444444443,346,405.14,18,1
37370,2011,5,1.228888888888889,716,799.24,9,3
37370,2011,8,1.25,21,26.25,4,1
37370,2011,9,1.65,2,3.3,2,1
37370,2011,10,1.6499999999999997,3,4.949999999999999,3,1
37370,2011,11,1.65,7,11.549999999999999,2,1
37379A,2009,12,1.25,6,7.5,1,1
37379A,2010,1,1.25,6,7.5,1,1
37379A,2010,3,1.25,6,7.5,1,1
37379A,2010,5,1.25,6,7.5,1,1
37379A,2011,1,1.25,6,7.5,1,1
37379B,2010,3,0.8833333333333333,1122,181.5,3,3
37399,2009,12,0.9733333333333333,143,75.0,6,1
37408,2009,12,1.25,5,6.25,1,1
37409,2010,1,0.85,1,0.85,1,1
37409,2010,3,0.85,5,4.25,1,1
37409,2010,4,0.85,1,0.85,1,1
37410,2009,12,1.1516666666666666,336,319.92,6,1
37410,2010,1,1.02,6035,629.95,5,2
37410,2010,2,0.8625,19248,2006.4,4,2
37410,2010,3,1.25,18,22.5,2,1
37410,2010,4,0.85,48,40.8,1,1
37413,2011,2,0.9633333333333334,108,52.44,3,1
37413,2011,3,0.39,17,6.63,4,1
37413,2011,4,0.39,37,14.43,9,1
37413,2011,5,0.39,203,79.17,6,1
37413,2011,6,0.39,34,13.26,7,1
37413,2011,7,0.38999999999999996,9,3.51,3,1
37413,2011,8,0.39,81,31.59,7,1
37413,2011,9,0.39,52,20.28,9,1
37413,2011,10,0.39,35,13.65,10,1
37413,2011,11,0.39,97,37.83,15,2
37413,2011,12,0.38999999999999996,28,10.92,6,1
37422,2009,12,0.85,18,15.299999999999999,7,1
37422,2010,1,0.85,24,20.4,3,1
37422,2010,2,0.85,30,25.499999999999996,8,1
37422,2010,3,0.85,25,21.25,5,1
37422,2010,4,0.85,7,5.949999999999999,2,1
37422,2010,5,0.42000000000000004,240,53.28,2,1
37423,2009,12,0.85,18,15.299999999999999,2,1
37423,2010,1,0.85,6,5.1,1,1
37423,2010,2,0.85,12,10.2,2,1
37423,2010,5,0.85,1,0.85,1,1
37423,2010,6,0.85,6,5.1,1,1
37423,2010,7,0.85,8,6.8,2,1
37423,2010,8,0.6,2970,310.5,3,2
37423,2010,9,0.475,2956,298.59999999999997,2,1
37423,2010,10,0.85,8,6.8,2,1
37423,2010,11,0.85,28,23.799999999999997,6,1
37423,2011,3,0.5433333333333333,78,33.18,3,1
37424,2009,12,0.85,30,25.5,5,1
37424,2010,1,0.85,31,26.349999999999998,4,1
37424,2010,2,0.85,24,20.4,4,1
37424,2010,3,0.85,6,5.1,1,1
37424,2010,4,0.85,3,2.55,2,1
37424,2010,5,0.575,625,188.04999999999998,2,1
37424,2010,6,0.7975,104,68.24,4,1
37424,2010,7,0.85,21,17.849999999999998,5,1
37424,2010,8,0.6699999999999999,2131,290.71,4,2
37424,2010,9,0.49,2113,275.41,2,1
37424,2010,10,0.85,23,19.549999999999997,5,1
37424,2010,11,0.85,42,35.699999999999996,9,1
37432,2009,12,0.65,6,3.9000000000000004,1,1
37438,2009,12,3.75,1,3.75,1,1
37441,2009,12,2.1,54,113.4,6,1
37441,2010,1,2.1,12,25.200000000000003,2,1
37441,2010,2,2.1,39,81.9,5,1
37441,2010,3,2.0444444444444447,110,213.00000000000003,9,1
37441,2010,4,2.0375,72,142.20000000000002,4,1
37441,2010,5,1.975,156,291.6,4,1
37441,2010,6,2.06875,228,433.8,8,1
37441,2010,8,2.1,3,6.300000000000001,1,1
37444A,2009,12,2.95,4,11.8,2,1
37444A,2010,3,2.95,3,8.850000000000001,2,1
37444A,2010,5,2.95,4,11.8,1,1
37444A,2010,7,2.95,2,5.9,1,1
37444A,2010,8,1.54,1309,172.98999999999998,2,2
37444A,2010,9,0.13,1308,170.04,1,1
37444A,2010,10,2.95,6,17.700000000000003,2,1
37444A,2010,11,2.95,1,2.95,1,1
37444A,2010,12,2.95,2,5.9,2,1
37444A,2011,2,2.95,3,8.850000000000001,1,1
37444A,2011,3,0.38999999999999996,22,8.58,6,1
37444A,2011,4,0.39,1,0.39,1,1
37444A,2011,5,0.39,16,6.24,2,1
37444A,2011,6,0.39,2,0.78,1,1
37444A,2011,7,0.39,1,0.39,1,1
37444B,2009,12,2.95,3,8.850000000000001,2,1
37444B,2010,3,2.95,5,14.75,2,1
37444B,2010,6,2.95,4,11.8,1,1
37444B,2010,8,1.54,986,133.82,2,2
37444B,2010,9,0.13,984,127.92,1,1
37444B,2010,10,2.95,5,14.75,2,1
37444B,2010,11,2.95,5,14.75,4,1
37444B,2010,12,2.95,2,5.9,1,1
37444B,2011,2,2.95,1,2.95,1,1
37444B,2011,3,2.95,1,2.95,1,1
37444C,2009,12,2.95,6,17.700000000000003,2,1
37444C,2010,1,2.95,4,11.8,1,1
37444C,2010,3,2.75,25,64.14999999999999,2,1
37444C,2010,6,2.95,4,11.8,1,1
37444C,2010,8,0.13,768,99.84,1,1
37444C,2010,9,0.13,768,99.84,1,1
37444C,2010,10,2.95,1,2.95,1,1
37444C,2010,11,2.95,1,2.95,1,1
37444C,2010,12,2.95,1,2.95,1,1
37444C,2011,1,2.95,8,23.6,2,1
37444C,2011,3,0.39,10,3.9,4,1
37446,2009,12,1.4233333333333331,311,419.15,30,2
37446,2010,1,1.45,5,7.25,2,1
37446,2010,3,1.375,405,523.25,24,3
37446,2010,4,1.4,569,740.25,32,1
37446,2010,5,1.411111111111111,437,582.4499999999999,36,2
37446,2010,6,1.4285714285714286,267,361.55,28,3
37446,2010,7,1.45,1,1.45,1,1
37446,2010,11,1.43,211,277.15000000000003,10,1
37446,2010,12,1.41,208,276.0,15,3
37446,2011,1,1.3900000000000001,153,199.45,9,2
37446,2011,2,1.45,95,137.75,17,4
37446,2011,3,1.4357142857142855,127,177.75,14,1
37446,2011,4,1.4,198,261.5,15,2
37446,2011,5,1.4277777777777778,117,156.85,9,2
37446,2011,6,1.45,45,65.25,11,4
37446,2011,7,1.4499999999999997,54,78.3,13,2
37446,2011,8,1.4214285714285713,68,92.2,7,1
