Treatment,Outcome,Year,Month,PreviousQuantity,TimeIndex
12.483333333333333,47,2010,7,51.0,7
12.628260869565215,47,2010,8,47.0,8
12.506521739130434,54,2010,9,47.0,9
11.816666666666668,75,2010,10,54.0,10
12.664285714285716,132,2010,2,80.0,2
12.75,32,2010,3,132.0,3
12.75,10,2010,4,32.0,4
12.6,83,2010,5,10.0,5
12.644117647058822,91,2010,6,83.0,6
12.625862068965516,70,2010,7,91.0,7
12.703846153846154,102,2010,8,70.0,8
12.75,88,2010,9,102.0,9
12.647142857142857,141,2010,10,88.0,10
12.624418604651163,231,2010,11,141.0,11
12.75,59,2010,12,231.0,12
12.535714285714286,153,2011,1,59.0,13
12.75,60,2011,2,153.0,14
12.650882352941176,244,2011,3,60.0,15
12.70714285714286,98,2011,4,244.0,16
12.711702127659576,110,2011,5,98.0,17
12.55714285714286,72,2011,6,110.0,18
12.55714285714286,87,2011,7,72.0,19
12.513157894736842,116,2011,8,87.0,20
12.49925,222,2011,9,116.0,21
13.047428571428572,89,2011,10,222.0,22
12.648113207547173,260,2011,11,89.0,23
12.334615384615384,126,2011,12,260.0,24
18.28333333333333,23,2010,2,28.0,2
18.358235294117645,103,2010,3,23.0,3
18.95,11,2010,4,103.0,4
18.48846153846154,28,2010,5,11.0,5
18.642307692307693,17,2010,6,28.0,6
18.78333333333333,15,2010,7,17.0,7
18.55,16,2010,8,15.0,8
18.79615384615385,16,2010,9,16.0,9
18.32125,73,2010,10,16.0,10
18.48384615384615,117,2010,11,73.0,11
18.45,6,2010,12,117.0,12
18.95,1,2011,1,6.0,13
7.66875,136,2010,5,6.0,5
7.778571428571428,93,2010,6,136.0,6
7.8136363636363635,55,2010,7,93.0,7
7.7,100,2010,8,55.0,8
7.85,48,2010,9,100.0,9
7.723103448275862,277,2010,10,48.0,10
7.442727272727273,206,2010,11,277.0,11
2.95,2,2010,2,6.0,2
2.0933333333333333,98,2010,3,2.0,3
2.0933333333333333,100,2010,4,98.0,4
2.95,13,2010,5,100.0,5
1.665,98,2010,6,13.0,6
1.2366666666666666,194,2010,7,98.0,7
2.95,8,2010,8,194.0,8
2.0933333333333333,104,2010,9,8.0,9
2.95,4,2010,10,104.0,10
2.53,219,2010,11,4.0,11
2.9500000000000006,9,2010,12,219.0,12
2.9500000000000006,4,2011,2,9.0,14
2.9500000000000006,7,2011,3,4.0,15
2.0933333333333333,104,2011,5,7.0,17
2.95,24,2011,6,104.0,18
0.39,175,2011,7,24.0,19
0.39,152,2011,8,175.0,20
0.39,159,2011,9,152.0,21
0.39,181,2011,10,159.0,22
0.39,148,2011,11,181.0,23
0.39,13,2011,12,148.0,24
1.665,100,2010,2,6.0,2
2.521666666666667,114,2010,3,100.0,3
2.0933333333333333,108,2010,4,114.0,4
2.95,1,2010,5,108.0,5
2.0933333333333333,99,2010,6,1.0,6
1.2366666666666666,194,2010,7,99.0,7
2.0933333333333333,105,2010,8,194.0,8
2.95,1,2010,9,105.0,9
2.0933333333333333,103,2010,10,1.0,10
2.0933333333333333,98,2010,11,103.0,11
1.665,97,2010,12,98.0,12
2.95,3,2011,2,97.0,14
2.95,11,2011,3,3.0,15
2.3075,104,2011,5,11.0,17
2.0933333333333333,126,2011,6,104.0,18
0.39,234,2011,7,126.0,19
0.39,116,2011,8,234.0,20
0.39,186,2011,9,116.0,21
0.39,148,2011,10,186.0,22
0.39,178,2011,11,148.0,23
0.3899999999999999,42,2011,12,178.0,24
2.55,4,2010,2,288.0,2
2.026,68,2010,3,4.0,3
0.38,96,2010,4,68.0,4
2.55,7,2010,5,96.0,5
2.55,8,2010,6,7.0,6
2.55,3,2010,8,8.0,8
2.55,5,2010,10,3.0,10
2.55,6,2010,11,5.0,11
2.55,6,2010,12,6.0,12
2.55,6,2011,1,6.0,13
2.55,5,2011,3,6.0,15
2.0075,105,2011,5,5.0,17
2.55,8,2011,6,105.0,18
0.3899999999999999,54,2011,7,8.0,19
0.39,43,2011,8,54.0,20
0.39,209,2011,9,43.0,21
0.39,67,2011,10,209.0,22
0.39,96,2011,11,67.0,23
1.042857142857143,8,2011,12,96.0,24
2.116,55,2010,3,288.0,3
1.465,97,2010,4,55.0,4
2.55,1,2010,5,97.0,5
2.55,4,2010,6,1.0,6
2.55,6,2010,8,4.0,8
2.55,8,2010,9,6.0,9
2.55,1,2010,10,8.0,10
2.55,6,2010,11,1.0,11
2.55,8,2010,12,6.0,12
2.55,5,2011,1,8.0,13
2.55,1,2011,2,5.0,14
2.55,10,2011,3,1.0,15
2.55,6,2011,5,10.0,17
0.39,82,2011,7,6.0,19
0.39,40,2011,8,82.0,20
0.39,58,2011,9,40.0,21
0.39,75,2011,10,58.0,22
0.39,74,2011,11,75.0,23
0.3899999999999999,3,2011,12,74.0,24
0.65,24,2010,6,10.0,6
0.65,8,2010,8,24.0,8
0.65,54,2010,9,8.0,9
0.65,66,2010,10,54.0,10
0.65,72,2010,11,66.0,11
0.65,25,2010,12,72.0,12
0.65,24,2011,1,25.0,13
0.65,17,2011,2,24.0,14
0.19,109,2011,3,17.0,15
0.19,70,2011,4,109.0,16
0.19,81,2011,5,70.0,17
0.19,288,2011,6,81.0,18
0.19,144,2011,7,288.0,19
0.19,144,2011,8,144.0,20
0.37,351,2011,9,144.0,21
0.2928571428571428,493,2011,10,351.0,22
2.95,3,2010,2,4.0,2
2.95,7,2010,3,3.0,3
2.95,1,2010,4,7.0,4
2.95,12,2010,5,1.0,5
2.95,6,2010,8,12.0,8
2.95,12,2010,9,6.0,9
2.95,2,2010,10,12.0,10
2.95,2,2010,11,2.0,11
2.95,6,2011,1,2.0,13
2.95,12,2011,3,6.0,15
2.95,6,2011,4,12.0,16
2.95,8,2011,6,6.0,18
3.12,8,2011,9,8.0,21
2.1,31,2010,3,1.0,3
2.1,8,2010,5,31.0,5
2.1,1,2010,6,8.0,6
2.1,2,2010,7,1.0,7
2.1,10,2010,8,2.0,8
2.1,1,2010,9,10.0,9
2.1,13,2010,10,1.0,10
2.1,7,2010,11,13.0,11
2.1,7,2011,3,7.0,15
2.1,20,2011,4,7.0,16
2.1,1,2011,5,20.0,17
2.1,18,2011,6,1.0,18
2.1,8,2011,7,18.0,19
2.1,12,2011,8,8.0,20
2.1,1,2011,9,12.0,21
2.64,75,2011,10,1.0,22
2.6075,46,2011,11,75.0,23
3.35,6,2010,5,14.0,5
3.35,2,2010,7,6.0,7
1.25,318,2010,8,2.0,8
3.35,1,2010,11,318.0,11
2.3,27,2011,2,1.0,14
1.25,31,2010,2,104.0,2
1.25,82,2010,3,31.0,3
1.25,24,2010,4,82.0,4
1.25,12,2010,5,24.0,5
0.38,312,2010,8,12.0,8
1.06,24,2010,9,312.0,9
1.25,3,2010,10,24.0,10
1.25,12,2011,1,3.0,13
1.25,24,2011,2,12.0,14
0.5333333333333333,359,2011,3,24.0,15
0.39,18,2011,4,359.0,16
0.3899999999999999,18,2011,10,18.0,22
0.39,20,2011,11,18.0,23
0.38,48,2010,8,8.0,8
1.06,24,2010,9,48.0,9
1.25,3,2010,10,24.0,10
1.25,2,2010,11,3.0,11
1.25,14,2011,1,2.0,13
1.25,12,2011,2,14.0,14
0.19,194,2011,3,12.0,15
0.19,68,2011,4,194.0,16
0.19,4,2011,7,68.0,19
0.19,36,2011,8,4.0,20
0.19,70,2011,10,36.0,22
0.19,101,2011,11,70.0,23
0.19,2,2011,12,101.0,24
1.95,9,2011,3,1.0,15
1.95,8,2011,5,9.0,17
1.65,16,2011,6,8.0,18
1.95,8,2011,7,16.0,19
1.95,8,2011,10,8.0,22
3.04,15,2011,11,8.0,23
4.13,1,2011,12,15.0,24
3.75,17,2010,2,12.0,2
3.75,32,2010,3,17.0,3
3.75,21,2010,4,32.0,4
3.75,5,2010,5,21.0,5
3.75,47,2010,6,5.0,6
3.75,43,2010,7,47.0,7
3.55,46,2010,8,43.0,8
3.6166666666666663,54,2010,9,46.0,9
3.75,16,2010,10,54.0,10
3.75,5,2010,11,16.0,11
1.907943925233645,2636,2010,2,3517.0,2
1.9206766917293232,3190,2010,3,2636.0,3
1.905813953488372,3891,2010,4,3190.0,4
1.9011627906976745,3565,2010,5,3891.0,5
1.9166666666666667,4231,2010,6,3565.0,6
1.9090909090909087,3511,2010,7,4231.0,7
1.9134146341463416,1712,2010,8,3511.0,8
1.8859550561797755,6949,2010,9,1712.0,9
1.914324324324324,4306,2010,10,6949.0,10
1.91,6124,2010,11,4306.0,11
1.9107142857142856,2056,2010,12,6124.0,12
1.89375,2625,2011,1,2056.0,13
1.8913793103448275,2971,2011,2,2625.0,14
1.9046666666666667,4924,2011,3,2971.0,15
2.026931818181818,2211,2011,4,4924.0,16
2.036666666666666,3470,2011,5,2211.0,17
2.033984375,3529,2011,6,3470.0,18
2.045153846153846,2970,2011,7,3529.0,19
2.034203821656051,5178,2011,8,2970.0,20
2.0548108108108107,4175,2011,9,5178.0,21
2.068214285714286,5237,2011,10,4175.0,22
2.074312796208531,5677,2011,11,5237.0,23
2.0592857142857146,1055,2011,12,5677.0,24
1.9,1179,2010,2,911.0,2
1.9125,1194,2010,3,1179.0,3
1.9038461538461535,1555,2010,4,1194.0,4
1.935,835,2010,5,1555.0,5
1.910655737704918,1367,2010,6,835.0,6
1.918181818181818,1213,2010,7,1367.0,7
1.9195652173913045,1353,2010,8,1213.0,8
1.9166666666666667,1927,2010,9,1353.0,9
1.92,1800,2010,10,1927.0,10
1.9323529411764704,1459,2010,11,1800.0,11
1.9214285714285717,806,2010,12,1459.0,12
1.905,842,2011,1,806.0,13
1.9125,725,2011,2,842.0,14
1.914918032786885,1751,2011,3,725.0,15
2.0489473684210524,641,2011,4,1751.0,16
2.0492307692307694,1102,2011,5,641.0,17
2.050819672131148,1066,2011,6,1102.0,18
2.054222222222222,762,2011,7,1066.0,19
2.0644642857142856,946,2011,8,762.0,20
2.038,1432,2011,9,946.0,21
2.042173913043478,1011,2011,10,1432.0,22
2.0406172839506174,1469,2011,11,1011.0,23
2.0494736842105263,218,2011,12,1469.0,24
1.930434782608696,1006,2010,2,1011.0,2
1.925,1366,2010,3,1006.0,3
1.9044303797468356,2028,2010,4,1366.0,4
1.92375,1573,2010,5,2028.0,5
1.9261061946902656,1949,2010,6,1573.0,6
1.9159090909090908,1804,2010,7,1949.0,7
1.9129213483146068,2362,2010,8,1804.0,8
1.924074074074074,1838,2010,9,2362.0,9
1.905,1365,2010,10,1838.0,10
1.921875,1855,2010,11,1365.0,11
1.929310344827586,430,2010,12,1855.0,12
1.891304347826087,1393,2011,1,430.0,13
1.9013513513513511,989,2011,2,1393.0,14
1.912784810126582,2839,2011,3,989.0,15
2.0255172413793106,538,2011,4,2839.0,16
2.049019607843137,987,2011,5,538.0,17
2.03945945945946,1986,2011,6,987.0,18
2.0437735849056606,1070,2011,7,1986.0,19
2.028450704225352,2147,2011,8,1070.0,20
2.030169491525424,1393,2011,9,2147.0,21
2.105769230769231,1818,2011,10,1393.0,22
2.054754098360656,880,2011,11,1818.0,23
2.041333333333333,301,2011,12,880.0,24
6.483333333333333,19,2010,2,14.0,2
6.616666666666667,27,2010,3,19.0,3
6.75,3,2010,5,27.0,5
6.483333333333333,15,2010,6,3.0,6
6.75,11,2010,7,15.0,7
6.75,3,2010,8,11.0,8
6.616666666666667,22,2010,9,3.0,9
6.483333333333333,14,2010,10,22.0,10
6.75,12,2010,11,14.0,11
6.75,1,2010,12,12.0,12
6.75,2,2011,3,1.0,15
6.35,14,2011,5,2.0,17
5.95,74,2011,7,14.0,19
2.95,1,2010,2,50.0,2
2.95,3,2010,3,1.0,3
2.95,1,2010,4,3.0,4
2.95,5,2010,5,1.0,5
2.95,5,2010,6,5.0,6
2.95,4,2010,8,5.0,8
2.95,8,2010,9,4.0,9
2.9500000000000006,6,2010,10,8.0,10
2.95,15,2010,11,6.0,11
2.95,18,2010,12,15.0,12
2.95,3,2011,2,18.0,14
2.95,6,2011,5,3.0,17
2.95,4,2011,6,6.0,18
2.55,144,2011,8,4.0,20
3.896666666666667,6,2011,10,144.0,22
5.79,1,2011,11,6.0,23
1.25,14,2011,12,1.0,24
2.325,113,2010,3,2.0,3
2.55,3,2010,4,113.0,4
2.55,10,2010,5,3.0,5
2.55,6,2010,6,10.0,6
2.55,4,2010,7,6.0,7
1.4166666666666667,54,2010,8,4.0,8
2.263333333333333,214,2010,9,54.0,9
2.4425,50,2010,10,214.0,10
2.55,14,2010,11,50.0,11
2.55,2,2010,12,14.0,12
2.55,13,2011,3,2.0,15
2.55,2,2011,6,13.0,18
2.12,505,2011,8,2.0,20
2.55,6,2011,11,505.0,23
2.55,48,2010,2,12.0,2
2.46,36,2010,3,48.0,3
2.55,1,2010,4,36.0,4
2.1,276,2010,5,1.0,5
1.2277777777777776,304,2010,8,276.0,8
2.21,112,2010,9,304.0,9
2.12,36,2010,10,112.0,10
2.55,25,2010,11,36.0,11
2.55,12,2010,12,25.0,12
2.55,13,2011,3,12.0,15
2.55,1,2011,6,13.0,18
2.55,2,2011,7,1.0,19
2.378,53,2011,8,2.0,20
2.55,6,2011,9,53.0,21
2.55,22,2011,10,6.0,22
2.393636363636364,84,2011,11,22.0,23
1.69,48,2011,12,84.0,24
0.19,144,2010,2,2.0,2
0.85,12,2010,3,144.0,3
0.85,12,2010,4,12.0,4
0.6849999999999999,171,2010,5,12.0,5
0.85,60,2010,6,171.0,6
0.59,1882,2010,8,60.0,8
0.59,1896,2010,9,1882.0,9
0.85,12,2010,12,1896.0,12
0.355,588,2010,3,12.0,3
0.19,576,2010,5,588.0,5
0.19,48,2010,6,576.0,6
0.454,648,2010,7,48.0,7
0.13,4866,2010,8,648.0,8
0.07,4752,2010,9,4866.0,9
1.25,6,2010,4,2.0,4
0.29,864,2010,5,6.0,5
0.29,432,2010,7,864.0,7
1.25,6,2010,9,432.0,9
0.29,72,2010,10,6.0,10
1.25,22,2010,11,72.0,11
1.25,12,2010,12,22.0,12
0.29,72,2011,1,12.0,13
0.29,72,2011,2,72.0,14
0.29,96,2011,4,72.0,16
0.29,72,2011,6,96.0,18
0.29,84,2011,7,72.0,19
0.29,78,2011,8,84.0,20
0.29,198,2011,9,78.0,21
0.29,624,2011,10,198.0,22
0.29,85,2011,11,624.0,23
0.29,2,2011,12,85.0,24
1.61,104,2010,8,160.0,8
1.6214285714285714,126,2010,9,104.0,9
1.65,50,2010,10,126.0,10
1.6366666666666665,150,2010,11,50.0,11
1.6166666666666665,136,2010,12,150.0,12
1.65,20,2011,1,136.0,13
1.65,68,2011,2,20.0,14
1.61,81,2011,3,68.0,15
1.65,6,2011,4,81.0,16
1.65,23,2011,5,6.0,17
1.65,6,2011,6,23.0,18
1.65,4,2011,7,6.0,19
1.61,77,2011,8,4.0,20
1.5833333333333333,132,2011,9,77.0,21
1.6499999999999997,11,2011,10,132.0,22
1.65,13,2011,11,11.0,23
1.65,8,2011,12,13.0,24
1.625,283,2010,2,29.0,2
1.65,53,2010,3,283.0,3
1.6166666666666665,216,2010,4,53.0,4
1.65,55,2010,5,216.0,5
1.65,28,2010,6,55.0,6
1.6,77,2010,7,28.0,7
1.65,58,2010,8,77.0,8
1.65,85,2010,9,58.0,9
1.65,119,2010,10,85.0,10
1.65,164,2010,11,119.0,11
1.65,58,2010,12,164.0,12
1.65,18,2011,2,58.0,14
1.65,19,2011,3,18.0,15
1.61,88,2011,4,19.0,16
1.65,22,2011,5,88.0,17
1.65,5,2011,6,22.0,18
1.65,18,2011,7,5.0,19
1.65,17,2011,8,18.0,20
1.6214285714285714,94,2011,9,17.0,21
1.65,22,2011,10,94.0,22
1.65,23,2011,11,22.0,23
1.6499999999999997,9,2011,12,23.0,24
1.65,17,2010,2,1.0,2
1.65,31,2010,3,17.0,3
1.65,7,2010,4,31.0,4
1.65,1,2010,5,7.0,5
1.65,4,2010,6,1.0,6
1.6499999999999997,15,2010,7,4.0,7
1.65,36,2010,8,15.0,8
1.6214285714285714,116,2010,9,36.0,9
1.65,89,2010,10,116.0,10
1.65,118,2010,11,89.0,11
1.6499999999999997,61,2010,12,118.0,12
1.65,12,2011,1,61.0,13
1.6499999999999997,12,2011,3,12.0,15
1.65,33,2011,4,12.0,16
1.6499999999999997,12,2011,5,33.0,17
1.6499999999999997,35,2011,6,12.0,18
1.6499999999999997,11,2011,7,35.0,19
1.65,9,2011,8,11.0,20
1.5499999999999998,133,2011,9,9.0,21
1.6499999999999997,23,2011,10,133.0,22
1.65,102,2011,11,23.0,23
1.65,14,2011,12,102.0,24
0.65,24,2010,3,8.0,3
0.64,24,2010,5,24.0,5
1.616666666666667,109,2010,8,24.0,8
1.1625,294,2010,10,109.0,10
2.1,6,2010,11,294.0,11
1.7363636363636366,297,2010,12,6.0,12
2.1,6,2011,1,297.0,13
1.6166666666666665,105,2011,2,6.0,14
2.1,12,2011,3,105.0,15
2.1,6,2011,4,12.0,16
1.0125,120,2011,5,6.0,17
0.65,51,2011,6,120.0,18
0.65,56,2011,7,51.0,19
0.65,5,2011,8,56.0,20
0.65,26,2011,9,5.0,21
0.65,10,2011,10,26.0,22
1.65,21,2010,2,50.0,2
1.6214285714285714,27,2010,3,21.0,3
1.625,86,2010,4,27.0,4
0.96,180,2010,2,738.0,2
0.5974999999999999,145,2010,3,180.0,3
1.25,28,2010,4,145.0,4
1.076,90,2010,6,28.0,6
1.25,13,2010,7,90.0,7
0.815,50,2010,8,13.0,8
0.67,208,2010,9,50.0,9
0.38,96,2010,10,208.0,10
0.8150000000000001,281,2010,11,96.0,11
0.96,70,2010,12,281.0,12
1.25,72,2011,1,70.0,13
1.6900000000000002,35,2010,2,236.0,2
1.69,30,2010,3,35.0,3
1.6900000000000002,31,2010,4,30.0,4
1.69,45,2010,5,31.0,5
1.69,2,2010,6,45.0,6
1.69,2,2010,9,2.0,9
1.69,3,2010,10,2.0,10
1.69,20,2010,11,3.0,11
2.860204081632653,2818,2010,2,5400.0,2
2.8457254901960782,4744,2010,3,2818.0,3
2.8514285714285714,3612,2010,4,4744.0,4
2.860548523206752,4391,2010,5,3612.0,5
2.870675105485232,4290,2010,6,4391.0,6
2.852546296296296,3914,2010,7,4290.0,7
2.860526315789474,4555,2010,8,3914.0,8
2.8178260869565217,4285,2010,9,4555.0,9
2.885089605734767,4405,2010,10,4285.0,10
2.883605263157895,6430,2010,11,4405.0,11
2.8417874396135265,3611,2010,12,6430.0,12
2.867770700636943,5461,2011,1,3611.0,13
2.868110236220472,1823,2011,2,5461.0,14
2.896198830409357,1918,2011,3,1823.0,15
2.893354430379747,3725,2011,4,1918.0,16
2.8690452261306536,3846,2011,5,3725.0,17
2.896875,1618,2011,6,3846.0,18
2.8873611111111117,2968,2011,7,1618.0,19
2.871804511278196,2046,2011,8,2968.0,20
2.881847133757962,2440,2011,9,2046.0,21
2.986462585034014,1646,2011,10,2440.0,22
2.936906779661017,4859,2011,11,1646.0,23
2.930338983050848,802,2011,12,4859.0,24
2.55,27,2010,2,10.0,2
2.509090909090909,86,2010,3,27.0,3
2.55,34,2010,4,86.0,4
2.55,17,2010,5,34.0,5
2.55,65,2010,6,17.0,6
2.55,48,2010,7,65.0,7
2.475,28,2010,8,48.0,8
2.1,1,2010,9,28.0,9
2.55,1,2010,10,1.0,10
2.46,55,2010,3,23.0,3
2.55,8,2010,4,55.0,4
2.55,16,2010,5,8.0,5
2.55,36,2010,6,16.0,6
2.55,17,2010,7,36.0,7
2.4857142857142853,57,2010,8,17.0,8
2.55,24,2010,9,57.0,9
2.55,30,2010,10,24.0,10
2.55,26,2010,11,30.0,11
2.55,33,2010,12,26.0,12
2.55,7,2011,1,33.0,13
2.55,10,2011,2,7.0,14
2.55,5,2011,3,10.0,15
2.55,4,2011,4,5.0,16
2.55,7,2011,5,4.0,17
2.55,1,2011,6,7.0,18
2.55,4,2011,7,1.0,19
2.55,12,2011,9,4.0,21
2.55,1,2011,10,12.0,22
4.95,8,2010,2,6.0,2
4.95,15,2010,3,8.0,3
4.95,2,2010,4,15.0,4
4.775,36,2010,5,2.0,5
4.6,46,2010,7,36.0,7
4.95,11,2010,11,46.0,11
4.95,2,2011,1,11.0,13
4.95,8,2011,2,2.0,14
4.95,2,2011,3,8.0,15
4.95,3,2011,4,2.0,16
4.95,12,2011,5,3.0,17
4.95,4,2011,6,12.0,18
4.6,20,2011,9,4.0,21
4.483333333333333,30,2011,10,20.0,22
4.8100000000000005,46,2011,11,30.0,23
1.25,13,2010,2,1.0,2
1.1866666666666668,17,2010,3,13.0,3
1.25,2,2010,4,17.0,4
1.25,13,2010,5,2.0,5
1.25,14,2010,6,13.0,6
1.25,2,2010,7,14.0,7
1.25,6,2010,9,2.0,9
1.25,36,2010,11,6.0,11
1.25,20,2010,12,36.0,12
1.25,38,2011,1,20.0,13
1.25,12,2011,2,38.0,14
1.06,24,2011,4,12.0,16
1.25,2,2011,5,24.0,17
1.25,3,2011,6,2.0,18
2.46,1,2011,9,3.0,21
2.46,1,2011,12,1.0,24
1.25,20,2010,2,14.0,2
1.155,15,2010,3,20.0,3
1.25,2,2010,4,15.0,4
1.25,57,2010,5,2.0,5
1.25,39,2010,6,57.0,6
1.25,18,2010,7,39.0,7
1.25,30,2010,8,18.0,8
1.25,27,2010,9,30.0,9
1.25,11,2010,10,27.0,10
1.25,16,2010,11,11.0,11
1.25,26,2010,12,16.0,12
1.25,8,2011,1,26.0,13
1.25,14,2011,2,8.0,14
1.25,2,2011,3,14.0,15
2.46,1,2011,9,2.0,21
1.855,25,2011,10,1.0,22
2.46,1,2011,11,25.0,23
1.25,50,2010,2,88.0,2
1.2183333333333335,42,2010,3,50.0,3
1.25,2,2010,4,42.0,4
1.25,16,2010,5,2.0,5
1.25,60,2010,6,16.0,6
1.25,13,2010,7,60.0,7
1.25,15,2010,8,13.0,8
1.25,41,2010,9,15.0,9
1.25,50,2010,10,41.0,10
1.25,37,2010,11,50.0,11
1.25,14,2010,12,37.0,12
1.25,36,2011,1,14.0,13
1.25,42,2011,2,36.0,14
1.25,28,2011,3,42.0,15
1.25,2,2011,5,28.0,17
1.25,2,2011,6,2.0,18
1.25,5,2011,7,2.0,19
1.25,1,2011,8,5.0,20
2.056666666666666,4,2011,9,1.0,21
2.46,1,2011,10,4.0,22
2.1575,9,2011,11,1.0,23
2.46,21,2011,12,9.0,24
1.65,87,2010,2,44.0,2
1.6,31,2010,3,87.0,3
1.65,30,2010,4,31.0,4
1.6499999999999997,73,2010,5,30.0,5
1.65,50,2010,6,73.0,6
1.65,70,2010,7,50.0,7
1.65,28,2010,8,70.0,8
1.6499999999999997,98,2010,9,28.0,9
1.65,55,2010,10,98.0,10
1.65,12,2010,11,55.0,11
1.6499999999999997,27,2010,12,12.0,12
1.65,2,2011,1,27.0,13
1.65,1,2011,3,2.0,15
1.65,47,2011,5,1.0,17
1.65,13,2010,5,13.0,5
1.65,2,2010,9,13.0,9
1.65,12,2010,10,2.0,10
1.65,12,2010,11,12.0,11
1.65,12,2010,12,12.0,12
1.65,12,2011,1,12.0,13
1.5499999999999998,26,2011,4,12.0,16
1.65,14,2011,5,26.0,17
1.65,12,2011,6,14.0,18
0.79,255,2011,7,12.0,19
0.79,169,2011,8,255.0,20
0.9685714285714286,225,2011,9,169.0,21
0.79,53,2011,10,225.0,22
0.79,37,2011,11,53.0,23
0.79,1,2011,12,37.0,24
1.65,3,2010,4,24.0,4
1.65,24,2010,5,3.0,5
1.65,15,2010,6,24.0,6
1.65,4,2010,7,15.0,7
1.65,27,2010,9,4.0,9
1.6499999999999997,32,2010,10,27.0,10
1.6499999999999997,32,2010,11,32.0,11
1.65,24,2011,1,32.0,13
1.65,27,2011,2,24.0,14
1.65,1,2011,4,27.0,16
1.65,2,2011,5,1.0,17
0.79,112,2011,7,2.0,19
0.79,96,2011,8,112.0,20
0.7899999999999999,189,2011,9,96.0,21
0.79,8,2011,10,189.0,22
0.79,11,2011,11,8.0,23
0.79,8,2011,12,11.0,24
1.65,13,2010,2,12.0,2
1.5833333333333333,48,2010,3,13.0,3
1.6499999999999997,4,2010,4,48.0,4
1.65,24,2010,5,4.0,5
1.65,16,2010,6,24.0,6
1.65,1,2010,7,16.0,7
1.65,5,2010,8,1.0,8
1.65,3,2010,9,5.0,9
1.6499999999999997,4,2010,10,3.0,10
1.65,39,2010,11,4.0,11
1.65,6,2010,12,39.0,12
1.65,33,2011,1,6.0,13
1.6499999999999997,25,2011,2,33.0,14
1.6499999999999997,15,2011,3,25.0,15
1.6499999999999997,6,2011,4,15.0,16
1.65,4,2011,5,6.0,17
1.65,16,2011,6,4.0,18
0.7899999999999999,282,2011,7,16.0,19
0.79,122,2011,8,282.0,20
0.79,10,2011,9,122.0,21
0.79,22,2011,10,10.0,22
0.79,3,2011,11,22.0,23
0.79,8,2011,12,3.0,24
1.25,24,2010,3,30.0,3
1.25,39,2010,5,24.0,5
1.25,3,2010,6,39.0,6
1.25,25,2010,7,3.0,7
0.70625,434,2010,8,25.0,8
1.0325,52,2010,9,434.0,9
0.7757142857142857,191,2010,10,52.0,10
0.9733333333333332,88,2010,11,191.0,11
1.25,48,2010,12,88.0,12
1.25,38,2011,1,48.0,13
1.25,49,2011,2,38.0,14
1.25,39,2011,3,49.0,15
1.2025,55,2011,4,39.0,16
1.0425,204,2011,5,55.0,17
1.25,33,2011,7,204.0,19
1.25,3,2011,10,33.0,22
0.38,144,2010,8,14.0,8
1.25,1,2010,9,144.0,9
0.42,24,2010,10,1.0,10
1.25,1,2010,11,24.0,11
1.25,3,2011,1,1.0,13
1.25,3,2011,8,3.0,20
0.83,45,2011,9,3.0,21
0.83,20,2011,10,45.0,22
0.83,61,2011,11,20.0,23
0.83,10,2011,12,61.0,24
1.25,3,2010,6,16.0,6
0.728,160,2010,8,3.0,8
0.6966666666666667,52,2010,10,160.0,10
1.25,1,2010,11,52.0,11
1.25,3,2011,1,1.0,13
1.06,24,2011,4,3.0,16
1.25,3,2011,8,24.0,20
0.935,22,2011,9,3.0,21
1.04,16,2011,10,22.0,22
0.83,5,2011,11,16.0,23
1.25,2,2010,3,3.0,3
1.25,4,2010,5,2.0,5
1.25,3,2010,6,4.0,6
0.525,194,2010,8,3.0,8
0.38,48,2010,9,194.0,9
0.6275,132,2010,10,48.0,10
1.25,1,2010,11,132.0,11
1.25,3,2011,1,1.0,13
1.25,12,2011,7,3.0,19
1.25,3,2011,8,12.0,20
0.97,48,2011,9,3.0,21
0.83,26,2011,10,48.0,22
0.83,11,2011,11,26.0,23
1.25,12,2011,12,11.0,24
9.95,14,2010,2,121.0,2
9.95,10,2010,3,14.0,3
9.95,4,2010,4,10.0,4
9.95,1,2010,5,4.0,5
9.95,7,2010,6,1.0,6
9.95,17,2010,7,7.0,7
9.95,7,2010,8,17.0,8
9.95,6,2010,9,7.0,9
2.283333333333333,313,2010,10,6.0,10
6.394444444444444,55,2010,11,313.0,11
9.95,3,2010,12,55.0,12
9.95,3,2011,1,3.0,13
7.283333333333332,16,2011,3,3.0,15
1.95,205,2011,4,16.0,16
1.95,226,2011,5,205.0,17
9.95,1,2010,2,135.0,2
9.95,1,2010,3,1.0,3
9.95,3,2010,6,1.0,6
9.95,4,2010,7,3.0,7
9.45,14,2010,8,4.0,8
3.95,136,2010,10,14.0,10
7.283333333333332,16,2010,11,136.0,11
9.95,2,2010,12,16.0,12
9.95,2,2011,1,2.0,13
9.95,2,2011,3,2.0,15
1.95,121,2011,4,2.0,16
1.95,193,2011,5,121.0,17
1.95,193,2011,6,193.0,18
9.95,2,2010,2,15.0,2
9.95,5,2010,3,2.0,3
9.95,3,2010,4,5.0,4
9.95,3,2010,5,3.0,5
9.95,5,2010,6,3.0,6
9.95,2,2010,7,5.0,7
9.616666666666664,15,2010,8,2.0,8
9.95,8,2010,9,15.0,9
2.394444444444444,229,2010,10,8.0,10
